Contig	phylum	class	order	family	genus	species
S0C812944	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C645332	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C1471434	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C203516	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae (novel)	Tistrella (novel)	Tistrella mobilis (novel)
S0C234724	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tubiashii (novel)
S0C1297954	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1092076	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1121617	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C932947	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1532	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C748767	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1263638	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio coralliilyticus (novel)
S0C1134404	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. (novel)
S0C1463433	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas macleodii (novel)
S0C294141	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C492372	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C438039	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. (novel)
S0C678616	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C153026	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C429982	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C640376	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C969246	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1189692	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C1313322	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C104581	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tubiashii (novel)
S0C1356028	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C419187	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1149485	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio coralliilyticus (novel)
S0C1089185	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C241267	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C1332000	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
S0C1088536	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C1185837	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C163532	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium phocae (novel)
S0C1102653	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C1074804	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1104417	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C722163	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C422267	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tubiashii (novel)
S0C525930	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C1238418	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C1240435	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. (novel)
S0C767083	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1177265	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae (novel)	Tistrella (novel)	Tistrella mobilis (novel)
S0C688169	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C504127	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1047318	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C791510	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C772544	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae (novel)	Moritella (novel)	Moritella viscosa (novel)
S0C616419	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1030658	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
S0C240725	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae (novel)	Flammeovirga (novel)	Flammeovirga sp. (novel)
S0C428731	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C407558	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C195442	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus (novel)	Cycloclasticus zancles (novel)
S0C735409	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C738513	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C843492	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C203095	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C1095167	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1437216	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C399544	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C939696	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C566667	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C174204	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C337245	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C497988	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1108598	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1138883	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1418676	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. (novel)
S0C836700	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C914041	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C451893	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C650170	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C186769	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae (novel)	Oscillibacter (novel)	Oscillibacter valericigenes (novel)
S0C1084850	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C378278	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C320475	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C2834	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C934294	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C542598	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C1286169	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1269895	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Leisingera	Leisingera methylohalidivorans (novel)
S0C507097	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C929967	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1084748	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C139284	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C852306	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C274280	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C1006841	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C1146871	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C391163	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C267612	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1065615	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C179700	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C877414	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Leisingera	Leisingera methylohalidivorans (novel)
S0C259357	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1086545	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1109934	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C1354079	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C917101	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C133934	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C830058	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C804500	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C498001	Bacteroidetes	Cytophagia	Cytophagales	Marivirgaceae (novel)	Marivirga (novel)	Marivirga tractuosa (novel)
S0C72152	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1423661	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C74058	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1008281	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C240773	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C314256	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C340440	Actinobacteria	Actinomycetia	Micromonosporales (novel)	Micromonosporaceae (novel)	Micromonospora (novel)	Micromonospora maris (novel)
S0C1078774	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1079006	Actinobacteria	Actinomycetia	Micromonosporales (novel)	Micromonosporaceae (novel)	Micromonospora (novel)	Micromonospora maris (novel)
S0C1465475	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C99069	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C903741	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C740651	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1122981	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio scophthalmi (novel)
S0C952897	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus (novel)	Cycloclasticus zancles (novel)
S0C1378613	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. (novel)
S0C8512	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C763224	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C970928	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C309768	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C209792	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C1291137	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium (novel)	Actibacterium sp. (novel)
S0C384102	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C806987	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. (novel)
S0C1359831	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C110327	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
S0C215053	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C219143	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C504340	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C765966	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C944057	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C367620	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C202263	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
S0C1210810	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1284283	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C426429	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C79380	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C623	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tubiashii (novel)
S0C1092500	Proteobacteria	Gammaproteobacteria	Chromatiales (novel)	Chromatiaceae (novel)	Nitrosococcus (novel)	Nitrosococcus halophilus (novel)
S0C1329114	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C109347	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C227986	Actinobacteria	Actinomycetia	Micromonosporales (novel)	Micromonosporaceae (novel)	Micromonospora (novel)	Micromonospora maris (novel)
S0C157280	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. (novel)
S0C1251676	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. (novel)
S0C570119	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C227230	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C48000	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tubiashii (novel)
S0C1039949	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C77206	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C639654	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C1142724	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1133544	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C596367	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1373576	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C1387637	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Leisingera	Leisingera methylohalidivorans (novel)
S0C787595	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. (novel)
S0C1408624	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tubiashii (novel)
S0C394585	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C987238	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio scophthalmi (novel)
S0C647352	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C216425	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1299706	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio scophthalmi (novel)
S0C525111	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C1354265	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1456903	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1248409	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
S0C1006600	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1021396	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C1403526	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C912771	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C711952	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1194604	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1039032	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C541019	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1276921	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C107894	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
S0C500377	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C459011	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio coralliilyticus (novel)
S0C542793	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C671916	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C601560	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C1266747	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae (novel)	Tistrella (novel)	Tistrella mobilis (novel)
S0C1473344	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C169766	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio coralliilyticus (novel)
S0C709485	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1069288	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C250771	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C154790	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C681971	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1158798	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C509384	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C1062471	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
S0C604377	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1139024	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C244770	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
S0C1203326	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C410248	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter (novel)	Ilyobacter polytropus (novel)
S0C1305259	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C526080	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C987753	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
S0C365744	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger	Salipiger sp. (novel)
S0C1086847	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C661879	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
S0C1181074	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea (novel)
